path,historical_target_diagnostics,fresh_target_diagnostics,other_fresh_parser_diagnostics,other_fresh_PostValidate_diagnostics,new_normalized_diagnostics,sha256_committed,sha256_after_runtime,verdict
common/journal_entries/00_acw_entries.txt,6,0,0,0,0,ABC6CB296275C1DC44A1AA7E82DD2F586D9C095C840E39C29EA36CDC2C33FA03,ABC6CB296275C1DC44A1AA7E82DD2F586D9C095C840E39C29EA36CDC2C33FA03,PASS_PINNING_RUNTIME
common/journal_entries/00_alaska.txt,2,0,0,0,0,D1CE30A655BC83F994B3065C4C723F92A64949699017276053538710F63343C2,D1CE30A655BC83F994B3065C4C723F92A64949699017276053538710F63343C2,PASS_PINNING_RUNTIME
common/journal_entries/00_antarctica.txt,1,0,0,0,0,70B56EADAD987C768C02F61187A935F1D0DFAB84A03052A82FA53AB93AC3CD90,70B56EADAD987C768C02F61187A935F1D0DFAB84A03052A82FA53AB93AC3CD90,PASS_PINNING_RUNTIME
common/journal_entries/00_boxer_rebellion.txt,1,0,0,0,0,D8653E4857E7C40CDC125655D7759CBAF4DE04242187D8EA023338E171BE2679,D8653E4857E7C40CDC125655D7759CBAF4DE04242187D8EA023338E171BE2679,PASS_PINNING_RUNTIME
common/journal_entries/00_canada_australia.txt,4,0,0,0,0,523B1E01F3C90D18D67B6046015D300CEAC28CD4F6314D57F2BDFAB10425EFAE,523B1E01F3C90D18D67B6046015D300CEAC28CD4F6314D57F2BDFAB10425EFAE,PASS_PINNING_RUNTIME
common/journal_entries/00_canals.txt,2,0,2,0,0,77E0AC11DFE9030CA5897317D9B29FC4AAE4783C8EB68B131F977E70FAF6D5AA,77E0AC11DFE9030CA5897317D9B29FC4AAE4783C8EB68B131F977E70FAF6D5AA,PASS_PINNING_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED
common/journal_entries/00_central_africa.txt,1,0,0,0,0,9EB2F2022E7149FF18AEF52E6AC58B3434551149C1FDF674F2688716FEE23329,9EB2F2022E7149FF18AEF52E6AC58B3434551149C1FDF674F2688716FEE23329,PASS_PINNING_RUNTIME
common/journal_entries/00_central_and_south_america.txt,4,0,0,0,0,91A37EB50C16DEFF82CDFB75F4E83C13A3AD80B2317D5B5ADFE311992AEFF6D5,91A37EB50C16DEFF82CDFB75F4E83C13A3AD80B2317D5B5ADFE311992AEFF6D5,PASS_PINNING_RUNTIME
common/journal_entries/00_communism.txt,1,0,0,0,0,0089230769D47D3AA2EF89394C408262F09861CEE499C8954804FE812824D640,0089230769D47D3AA2EF89394C408262F09861CEE499C8954804FE812824D640,PASS_PINNING_RUNTIME
common/journal_entries/00_congo.txt,1,0,0,0,0,0525DCFA5F710437E7D263D3786B7B004869C94E32E75577FBDB1C6BA041262F,0525DCFA5F710437E7D263D3786B7B004869C94E32E75577FBDB1C6BA041262F,PASS_PINNING_RUNTIME
common/journal_entries/00_congo_free_state.txt,1,0,0,0,0,37CD79C35A2D637CB690E543B805C76FE8C4E0574292F4A04F90401DF4D60E98,37CD79C35A2D637CB690E543B805C76FE8C4E0574292F4A04F90401DF4D60E98,PASS_PINNING_RUNTIME
common/journal_entries/00_east_indies.txt,1,0,0,0,0,5AE3089A731B5C956B7E6BB95C38853A12867DFF1E7854AB53C057497C9EE35F,5AE3089A731B5C956B7E6BB95C38853A12867DFF1E7854AB53C057497C9EE35F,PASS_PINNING_RUNTIME
common/journal_entries/00_establish_colonial_administration.txt,1,0,0,0,0,417673AD11B4D3BCA4122DE198484B53BEDE2E9E632B1903F9247B09A610F3ED,417673AD11B4D3BCA4122DE198484B53BEDE2E9E632B1903F9247B09A610F3ED,PASS_PINNING_RUNTIME
common/journal_entries/00_ethiopia.txt,1,0,0,0,0,BFDC6CE879B3F36118B076AA88B99078B0C0913DD59E66DCBCF0589D0C9806E2,BFDC6CE879B3F36118B076AA88B99078B0C0913DD59E66DCBCF0589D0C9806E2,PASS_PINNING_RUNTIME
common/journal_entries/00_fascism.txt,3,0,0,7,0,615F87C4A0267D74275963F01EE71EB9DA7F9485AA5D18FAD1297816167DA754,615F87C4A0267D74275963F01EE71EB9DA7F9485AA5D18FAD1297816167DA754,PASS_PINNING_RUNTIME; FILE_FULLY_COMPLETE_NOT_CLAIMED
