"old_path","new_path","filename","sha256_before","sha256_after","git_status","content_unchanged","links_updated","companion_file","classification","reason","notes"
"docs/reports/hotfix/HOTFIX_2_LAWS_MERCHANT_BANKING_NAVIGATION_ACTS.md","docs/reports/hotfix/shared/HOTFIX_2_LAWS_MERCHANT_BANKING_NAVIGATION_ACTS.md","HOTFIX_2_LAWS_MERCHANT_BANKING_NAVIGATION_ACTS.md","81A1E5C53303167E3381B010EF1739814F96C06F11E5FF8E51FA6C2A3D02E6D5","81A1E5C53303167E3381B010EF1739814F96C06F11E5FF8E51FA6C2A3D02E6D5","RENAMED","true","false","","CORRECTION_REPORT","Cross-regional or upstream reference","Moved with git mv; historical content unchanged"
"docs/reports/hotfix/HOTFIX_3_AUDIT_IRAQ_IRAN_OTTOMANS.md","docs/reports/hotfix/mamluk_iraq/HOTFIX_3_AUDIT_IRAQ_IRAN_OTTOMANS.md","HOTFIX_3_AUDIT_IRAQ_IRAN_OTTOMANS.md","1378ED3C42F33241FC0D441CA4BF6A6EF1886E2B8E4C118C53D4DC580A346C2B","1378ED3C42F33241FC0D441CA4BF6A6EF1886E2B8E4C118C53D4DC580A346C2B","RENAMED","true","false","","STATIC_AUDIT","Mamluk Iraq / Ottoman / Persia corpus","Moved with git mv; historical content unchanged"
"docs/reports/hotfix/HOTFIX_3A_IMPORT_IR1_BASE.md","docs/reports/hotfix/mamluk_iraq/HOTFIX_3A_IMPORT_IR1_BASE.md","HOTFIX_3A_IMPORT_IR1_BASE.md","8330E3DD5130ACB295358F2E71FEBEEBC9FD732E82C13ADAEB5E061B73776F7E","8330E3DD5130ACB295358F2E71FEBEEBC9FD732E82C13ADAEB5E061B73776F7E","RENAMED","true","false","","CORRECTION_REPORT","Mamluk Iraq / Ottoman / Persia corpus","Moved with git mv; historical content unchanged"
"docs/reports/hotfix/HOTFIX_3B_ACTIVATE_IR1_TERRITORY.md","docs/reports/hotfix/mamluk_iraq/HOTFIX_3B_ACTIVATE_IR1_TERRITORY.md","HOTFIX_3B_ACTIVATE_IR1_TERRITORY.md","2BA5AF9A0D8A0CCE6145636048624768D787AE7A955F6BC4A2E461FD28B05463","2BA5AF9A0D8A0CCE6145636048624768D787AE7A955F6BC4A2E461FD28B05463","RENAMED","true","false","","CORRECTION_REPORT","Mamluk Iraq / Ottoman / Persia corpus","Moved with git mv; historical content unchanged"
"docs/reports/hotfix/HOTFIX_3C_IMPORT_IR1_ARMY.md","docs/reports/hotfix/mamluk_iraq/HOTFIX_3C_IMPORT_IR1_ARMY.md","HOTFIX_3C_IMPORT_IR1_ARMY.md","22E8F15C7DE4B1D6C0251D5BA6775E7776FD72DF35053C8B90BA89ACA63CCBF2","22E8F15C7DE4B1D6C0251D5BA6775E7776FD72DF35053C8B90BA89ACA63CCBF2","RENAMED","true","false","","CORRECTION_REPORT","Mamluk Iraq / Ottoman / Persia corpus","Moved with git mv; historical content unchanged"
"docs/reports/hotfix/HOTFIX_3D_IR1_OTTOMAN_PROTECTORATE.md","docs/reports/hotfix/mamluk_iraq/HOTFIX_3D_IR1_OTTOMAN_PROTECTORATE.md","HOTFIX_3D_IR1_OTTOMAN_PROTECTORATE.md","344BFE9538E6A291D2560AC175B7A57095345E27962BC6DBE6C877DAA3709F9F","344BFE9538E6A291D2560AC175B7A57095345E27962BC6DBE6C877DAA3709F9F","RENAMED","true","false","","CORRECTION_REPORT","Mamluk Iraq / Ottoman / Persia corpus","Moved with git mv; historical content unchanged"
"docs/reports/hotfix/HOTFIX_3E_IMPORT_IRAQ_PERSIA_DIPLOMATIC_PLAY.md","docs/reports/hotfix/mamluk_iraq/HOTFIX_3E_IMPORT_IRAQ_PERSIA_DIPLOMATIC_PLAY.md","HOTFIX_3E_IMPORT_IRAQ_PERSIA_DIPLOMATIC_PLAY.md","830D01C3E655EAFB61D61EE7A9853AA1899E89BC95A2724F433A725B08231DE5","830D01C3E655EAFB61D61EE7A9853AA1899E89BC95A2724F433A725B08231DE5","RENAMED","true","false","","CORRECTION_REPORT","Mamluk Iraq / Ottoman / Persia corpus","Moved with git mv; historical content unchanged"
"docs/reports/hotfix/HOTFIX_3F_IR1_SECRET_GOAL.md","docs/reports/hotfix/mamluk_iraq/HOTFIX_3F_IR1_SECRET_GOAL.md","HOTFIX_3F_IR1_SECRET_GOAL.md","7D778576F25BFD41141F948E2000C6CC51256B68AAAB77D9E8020A8B158E089F","7D778576F25BFD41141F948E2000C6CC51256B68AAAB77D9E8020A8B158E089F","RENAMED","true","false","","CORRECTION_REPORT","Mamluk Iraq / Ottoman / Persia corpus","Moved with git mv; historical content unchanged"
"docs/reports/hotfix/HOTFIX_4_AUDIT_JAPAN_DLC.md","docs/reports/hotfix/japan/HOTFIX_4_AUDIT_JAPAN_DLC.md","HOTFIX_4_AUDIT_JAPAN_DLC.md","E8DED3EBAC811012E6B8CA3E087E87174F18D10ADB03243DF9850FC095797CF8","E8DED3EBAC811012E6B8CA3E087E87174F18D10ADB03243DF9850FC095797CF8","RENAMED","true","false","","STATIC_AUDIT","Japan corpus","Moved with git mv; historical content unchanged"
"docs/reports/hotfix/HOTFIX_4A_RYUKYU_RIVALRY.md","docs/reports/hotfix/japan/HOTFIX_4A_RYUKYU_RIVALRY.md","HOTFIX_4A_RYUKYU_RIVALRY.md","B4706C280F2D557BE884C7F7E7C86D27D9664F9C282B11B471C8F23A602C8763","B4706C280F2D557BE884C7F7E7C86D27D9664F9C282B11B471C8F23A602C8763","RENAMED","true","false","","CORRECTION_REPORT","Japan corpus","Moved with git mv; historical content unchanged"
