"path","location","status","size","sha256","utf8_bom","purpose","scenario","mutation_count","core_states","priority_transfers","radical_region","calls_sepoy_event_2","contains_automatic_option_choice","custom_tooltip_count","source_example","notes"
"common/decisions/zz_sepoy_functional_test_b1.txt","disposable_copy","CREATED_B1_HARNESS","1006","D13721D467422BA427A0515A8530051DAD2F230271572590509B8335BFCBE0EA","true","manual B-1 preparation and launch decisions","sepoy_mutiny_events.2.b","0","STATE_WEST_BENGAL;STATE_EAST_BENGAL","Madras;Mandalay;Pegu;Gujarat;Tenasserim;Travancore;Circars;Kurnool;Delhi;Agra;Awadh;Central Provinces;Bombay","region_north_india","true","false","2","fork/vanilla sepoy_mutiny_events.2.b trigger and existing A-series harness style","Requires a BIC-owned West Bengal portion, sets only one readiness marker, and opens the real event manually exactly once."
"events/zz_sepoy_functional_test_b1_events.txt","disposable_copy","CREATED_B1_HARNESS","888","3AF01F95628C4CEB5587A82AF215245DB56C710651792BB0EDF9FB5DFCE48C43","true","manual readiness event with zero territorial mutations","sepoy_mutiny_events.2.b","0","STATE_WEST_BENGAL;STATE_EAST_BENGAL","none in harness; real option 2.b owns redistribution logic","region_north_india","false","false","1","A-1/A-2/A-3 country event and marker syntax","Exactly two options: prepare or cancel. No state, country, diplomacy, subject, capital, culture, radical, or ownership effect."
"localization/english/zz_sepoy_functional_test_b1_l_english.yml","disposable_copy","CREATED_B1_HARNESS","1834","A1E927A61FD0A796AEC8B5681A2DB065FAEEF686400A57F2F3E0E731C8D01C8B","true","English visible B-1 instructions","sepoy_mutiny_events.2.b","0","STATE_WEST_BENGAL;STATE_EAST_BENGAL","documents real 2.b priority transfers","region_north_india","false","false","0","existing disposable harness localization format","Ten keys; explicitly requires manual selection of 2.b and a disposable save."
"localization/french/zz_sepoy_functional_test_b1_l_french.yml","disposable_copy","CREATED_B1_HARNESS","2115","8B992BB5834C52513135A78A5F523EECD3307776F83F44382A20EEB005352D74","true","French visible B-1 instructions","sepoy_mutiny_events.2.b","0","STATE_WEST_BENGAL;STATE_EAST_BENGAL","documents real 2.b priority transfers","region_north_india","false","false","0","existing disposable harness localization format","Ten keys; no raw visible B-1 harness key in French."
"common/decisions/zz_sepoy_functional_test.txt","disposable_copy","UNCHANGED_CONTROL","301","E8CC4B78AB7447A5CED31C525B99814542C82AEEE5C47C530446870772C120FF","true","root decision control","control","","","","","false","false","0","prior disposable harness manifest","Unchanged byte-for-byte."
"events/zz_sepoy_functional_test_events.txt","disposable_copy","UNCHANGED_CONTROL","466","E69B386716B7E33BC311CF3450C89B0605A0E92AA6C74B689591171810D156EE","true","root event control","control","","","","","false","false","0","prior disposable harness manifest","Unchanged byte-for-byte."
"localization/english/zz_sepoy_functional_test_l_english.yml","disposable_copy","UNCHANGED_CONTROL","556","93BF3B0FEF1FD871ABE77ED8CA4EBDCD7258ED7F085F9928B6E103D4F0BFA6EF","true","root English control","control","","","","","false","false","0","prior disposable harness manifest","Unchanged byte-for-byte."
"localization/french/zz_sepoy_functional_test_l_french.yml","disposable_copy","UNCHANGED_CONTROL","627","59EAC034463C9976944AF8E170912ED4C3C20329E08D749EC0FD901096B67C87","true","root French control","control","","","","","false","false","0","prior disposable harness manifest","Unchanged byte-for-byte."
"common/decisions/zz_sepoy_functional_test_a1.txt","disposable_copy","UNCHANGED_CONTROL","683","74642E139F07C58A8184759FB1140F2741D5622DA3A17B3810D017328E43E3A1","true","A-1 decision control","A-1","","","","","false","false","0","prior disposable harness manifest","Unchanged byte-for-byte."
"events/zz_sepoy_functional_test_a1_events.txt","disposable_copy","UNCHANGED_CONTROL","650","82569A22DD65DED1385FAB993E6D9243C49558ECF46E744C3CE70EF353C9523A","true","A-1 event control","A-1","","","","","false","false","0","prior disposable harness manifest","Unchanged byte-for-byte."
"localization/english/zz_sepoy_functional_test_a1_l_english.yml","disposable_copy","UNCHANGED_CONTROL","1376","3A0ABAD442262E0F20E76C23BDBBB596D0914EBC8FCB373715663907695863E9","true","A-1 English control","A-1","","","","","false","false","0","prior disposable harness manifest","Unchanged byte-for-byte."
"localization/french/zz_sepoy_functional_test_a1_l_french.yml","disposable_copy","UNCHANGED_CONTROL","1560","791FEF8CD8240C88D7BD3AA2EB87CB99FCCD31A73529D428F6FD332BCAD720B3","true","A-1 French control","A-1","","","","","false","false","0","prior disposable harness manifest","Unchanged byte-for-byte."
"common/decisions/zz_sepoy_functional_test_a2.txt","disposable_copy","UNCHANGED_CONTROL","1399","1F11BDB7CD2F59EDF220E320AD996A11C44F143D9C99F7DAEE5913B7C1E571A2","true","A-2 decision control","A-2","","","","","false","false","0","prior disposable harness manifest","Unchanged byte-for-byte."
"events/zz_sepoy_functional_test_a2_events.txt","disposable_copy","UNCHANGED_CONTROL","1169","71EC607B1AA2290A429D02AB479B19A84EA54F0A7FF72FB19D0B96C8041B65FB","true","A-2 event control","A-2","","","","","false","false","0","prior disposable harness manifest","Unchanged byte-for-byte."
"localization/english/zz_sepoy_functional_test_a2_l_english.yml","disposable_copy","UNCHANGED_CONTROL","1407","882ED5B6B51095923FB614F27E03944C04DA25F3A236CC56685000D8154A8EF9","true","A-2 English control","A-2","","","","","false","false","0","prior disposable harness manifest","Unchanged byte-for-byte."
"localization/french/zz_sepoy_functional_test_a2_l_french.yml","disposable_copy","UNCHANGED_CONTROL","1546","0C50B823D8E96B8C4DF3F44E96A13F2010967ED307DF858AB0298BB20AEC630A","true","A-2 French control","A-2","","","","","false","false","0","prior disposable harness manifest","Unchanged byte-for-byte."
"common/decisions/zz_sepoy_functional_test_a3.txt","disposable_copy","UNCHANGED_CONTROL","3615","E877A5DAAE4671BF6C29EDF18F0CDA3195C04E6E519CCBBF018C5DB9A2637A85","true","A-3 decision control","A-3","","STATE_BUNDELKHAND","MARATH;NAG","","false","false","0","C1I1 post-cleanup control","Unchanged byte-for-byte from committed C1I1 state."
"events/zz_sepoy_functional_test_a3_events.txt","disposable_copy","UNCHANGED_CONTROL","1931","D9F2BFD9E6A614D5065F26A5613C43C5DAC7E6153ED85839FD39457AFA05B633","true","A-3 event control","A-3","","STATE_BUNDELKHAND","MARATH;NAG","","false","false","0","C1I1 post-cleanup control","Unchanged byte-for-byte from committed C1I1 state."
"localization/english/zz_sepoy_functional_test_a3_l_english.yml","disposable_copy","UNCHANGED_CONTROL","2054","22F4BA0CF7046762419EE1CC728DCBE28AD017CAA87A584C5255D342499B9C95","true","A-3 English control","A-3","","STATE_BUNDELKHAND","MARATH;NAG","","false","false","0","C1I1 post-cleanup control","Unchanged byte-for-byte from committed C1I1 state."
"localization/french/zz_sepoy_functional_test_a3_l_french.yml","disposable_copy","UNCHANGED_CONTROL","2314","55A333929F162BEAD50D6D955AAEA08B20151A803F9EE74A085B28B372232E36","true","A-3 French control","A-3","","STATE_BUNDELKHAND","MARATH;NAG","","false","false","0","C1I1 post-cleanup control","Unchanged byte-for-byte from committed C1I1 state."
"common/journal_entries/04_sepoy_mutiny.txt","disposable_copy","UNCHANGED_CONTROL","16040","DAEFCB59CCF6B303D2E39C948D8038006C1346AFE40A2B812D45EE4D947E361C","true","runtime source JE control","Sepoy source","","","","","false","false","0","fork source file","Matches the protected fork source byte-for-byte."
"events/india_events/sepoy_mutiny_events.txt","disposable_copy","UNCHANGED_CONTROL","63210","557936500AC585F7F69B9F5B063BDDA377AFF4A5AFAA06C70650C55D4AD612F7","true","runtime source event control","sepoy_mutiny_events.2.b","","STATE_WEST_BENGAL;STATE_EAST_BENGAL","Madras;Mandalay;Pegu;Gujarat;Tenasserim;Travancore;Circars;Kurnool;Delhi;Agra;Awadh;Central Provinces;Bombay","region_north_india","false","false","0","fork/hotfix/vanilla option 2.b","Option 2.b matches fork, hotfix and vanilla; source file unchanged."
