"path","location","status","size_before","size_after","sha256_before","sha256_after","utf8_bom","logical_invariants_preserved","custom_tooltip_count","purpose","runtime_tested","notes"
"common/decisions/zz_sepoy_functional_test_a3.txt","disposable_copy","MODIFIED_TOOLTIP_ONLY","3071","3615","83182B75639F6A2FAD56F0CFE7BA47A06CDAF3A0E0249E989A96253B0A451D9F","E877A5DAAE4671BF6C29EDF18F0CDA3195C04E6E519CCBBF018C5DB9A2637A85","true","true","6","evaluated custom tooltips around six existing receiver conditions","true","Two decisions and one manual Sepoy event call preserved; BIC visible and GBR hidden."
"events/zz_sepoy_functional_test_a3_events.txt","disposable_copy","UNCHANGED_CONTROL","1931","1931","D9F2BFD9E6A614D5065F26A5613C43C5DAC7E6153ED85839FD39457AFA05B633","D9F2BFD9E6A614D5065F26A5613C43C5DAC7E6153ED85839FD39457AFA05B633","true","true","0","A-3 preparation event control","false","Unchanged byte-for-byte; real Sepoy event not opened."
"localization/english/zz_sepoy_functional_test_a3_l_english.yml","disposable_copy","MODIFIED_TOOLTIP_ONLY","1776","2054","D27875BD0B8C3108CA03E4E6A6E4D427ADD7BE54A316020823E970E6BF10CD53","22F4BA0CF7046762419EE1CC728DCBE28AD017CAA87A584C5255D342499B9C95","true","true","0","three English A-3 tooltip strings","true","Thirteen keys total; LF only and no duplicate."
"localization/french/zz_sepoy_functional_test_a3_l_french.yml","disposable_copy","MODIFIED_TOOLTIP_ONLY","2032","2314","F4B6C3432DB345CE235411F9DC0E9F184CCAEDECE7D7C65B33F5F405B94FB35D","55A333929F162BEAD50D6D955AAEA08B20151A803F9EE74A085B28B372232E36","true","true","0","three French A-3 tooltip strings","true","Thirteen keys total; LF only and no raw A-3 tooltip key observed."
"common/decisions/zz_sepoy_functional_test.txt","disposable_copy","UNCHANGED_CONTROL","301","301","E8CC4B78AB7447A5CED31C525B99814542C82AEEE5C47C530446870772C120FF","E8CC4B78AB7447A5CED31C525B99814542C82AEEE5C47C530446870772C120FF","true","true","0","root harness decision control","false","Unchanged byte-for-byte."
"events/zz_sepoy_functional_test_events.txt","disposable_copy","UNCHANGED_CONTROL","466","466","E69B386716B7E33BC311CF3450C89B0605A0E92AA6C74B689591171810D156EE","E69B386716B7E33BC311CF3450C89B0605A0E92AA6C74B689591171810D156EE","true","true","0","root harness event control","false","Unchanged byte-for-byte."
"localization/english/zz_sepoy_functional_test_l_english.yml","disposable_copy","UNCHANGED_CONTROL","556","556","93BF3B0FEF1FD871ABE77ED8CA4EBDCD7258ED7F085F9928B6E103D4F0BFA6EF","93BF3B0FEF1FD871ABE77ED8CA4EBDCD7258ED7F085F9928B6E103D4F0BFA6EF","true","true","0","root harness English control","false","Unchanged byte-for-byte."
"localization/french/zz_sepoy_functional_test_l_french.yml","disposable_copy","UNCHANGED_CONTROL","627","627","59EAC034463C9976944AF8E170912ED4C3C20329E08D749EC0FD901096B67C87","59EAC034463C9976944AF8E170912ED4C3C20329E08D749EC0FD901096B67C87","true","true","0","root harness French control","false","Unchanged byte-for-byte."
"common/decisions/zz_sepoy_functional_test_a1.txt","disposable_copy","UNCHANGED_CONTROL","683","683","74642E139F07C58A8184759FB1140F2741D5622DA3A17B3810D017328E43E3A1","74642E139F07C58A8184759FB1140F2741D5622DA3A17B3810D017328E43E3A1","true","true","0","A-1 decision control","false","Unchanged byte-for-byte."
"events/zz_sepoy_functional_test_a1_events.txt","disposable_copy","UNCHANGED_CONTROL","650","650","82569A22DD65DED1385FAB993E6D9243C49558ECF46E744C3CE70EF353C9523A","82569A22DD65DED1385FAB993E6D9243C49558ECF46E744C3CE70EF353C9523A","true","true","0","A-1 event control","false","Unchanged byte-for-byte."
"localization/english/zz_sepoy_functional_test_a1_l_english.yml","disposable_copy","UNCHANGED_CONTROL","1376","1376","3A0ABAD442262E0F20E76C23BDBBB596D0914EBC8FCB373715663907695863E9","3A0ABAD442262E0F20E76C23BDBBB596D0914EBC8FCB373715663907695863E9","true","true","0","A-1 English control","false","Unchanged byte-for-byte."
"localization/french/zz_sepoy_functional_test_a1_l_french.yml","disposable_copy","UNCHANGED_CONTROL","1560","1560","791FEF8CD8240C88D7BD3AA2EB87CB99FCCD31A73529D428F6FD332BCAD720B3","791FEF8CD8240C88D7BD3AA2EB87CB99FCCD31A73529D428F6FD332BCAD720B3","true","true","0","A-1 French control","false","Unchanged byte-for-byte."
"common/decisions/zz_sepoy_functional_test_a2.txt","disposable_copy","UNCHANGED_CONTROL","1399","1399","1F11BDB7CD2F59EDF220E320AD996A11C44F143D9C99F7DAEE5913B7C1E571A2","1F11BDB7CD2F59EDF220E320AD996A11C44F143D9C99F7DAEE5913B7C1E571A2","true","true","0","A-2 decision control","false","Unchanged byte-for-byte."
"events/zz_sepoy_functional_test_a2_events.txt","disposable_copy","UNCHANGED_CONTROL","1169","1169","71EC607B1AA2290A429D02AB479B19A84EA54F0A7FF72FB19D0B96C8041B65FB","71EC607B1AA2290A429D02AB479B19A84EA54F0A7FF72FB19D0B96C8041B65FB","true","true","0","A-2 event control","false","Unchanged byte-for-byte."
"localization/english/zz_sepoy_functional_test_a2_l_english.yml","disposable_copy","UNCHANGED_CONTROL","1407","1407","882ED5B6B51095923FB614F27E03944C04DA25F3A236CC56685000D8154A8EF9","882ED5B6B51095923FB614F27E03944C04DA25F3A236CC56685000D8154A8EF9","true","true","0","A-2 English control","false","Unchanged byte-for-byte."
"localization/french/zz_sepoy_functional_test_a2_l_french.yml","disposable_copy","UNCHANGED_CONTROL","1546","1546","0C50B823D8E96B8C4DF3F44E96A13F2010967ED307DF858AB0298BB20AEC630A","0C50B823D8E96B8C4DF3F44E96A13F2010967ED307DF858AB0298BB20AEC630A","true","true","0","A-2 French control","false","Unchanged byte-for-byte."
"common/journal_entries/04_sepoy_mutiny.txt","disposable_copy","UNCHANGED_CONTROL","16040","16040","DAEFCB59CCF6B303D2E39C948D8038006C1346AFE40A2B812D45EE4D947E361C","DAEFCB59CCF6B303D2E39C948D8038006C1346AFE40A2B812D45EE4D947E361C","true","true","0","Sepoy journal copy control","false","Identical to fork; not modified."
"events/india_events/sepoy_mutiny_events.txt","disposable_copy","UNCHANGED_CONTROL","63210","63210","557936500AC585F7F69B9F5B063BDDA377AFF4A5AFAA06C70650C55D4AD612F7","557936500AC585F7F69B9F5B063BDDA377AFF4A5AFAA06C70650C55D4AD612F7","true","true","0","Sepoy event copy control","false","Identical to fork; event 2 not executed."
"common/journal_entries/04_sepoy_mutiny.txt","fork","UNCHANGED_CONTROL","16040","16040","DAEFCB59CCF6B303D2E39C948D8038006C1346AFE40A2B812D45EE4D947E361C","DAEFCB59CCF6B303D2E39C948D8038006C1346AFE40A2B812D45EE4D947E361C","true","true","0","Sepoy journal fork control","false","Fork gameplay remained read-only."
"events/india_events/sepoy_mutiny_events.txt","fork","UNCHANGED_CONTROL","63210","63210","557936500AC585F7F69B9F5B063BDDA377AFF4A5AFAA06C70650C55D4AD612F7","557936500AC585F7F69B9F5B063BDDA377AFF4A5AFAA06C70650C55D4AD612F7","true","true","0","Sepoy event fork control","false","Fork gameplay remained read-only."
"descriptor.mod","disposable_copy","EXPECTED_DESCRIPTOR_DIFFERENCE","104","104","1921791546626A938E18EEADC765538120325AFA87E0EA309C2C3C6502175B40","1921791546626A938E18EEADC765538120325AFA87E0EA309C2C3C6502175B40","false","true","0","disposable mod descriptor","true","Expected disposable identity; unchanged during C1I1."
"DISPOSABLE_SEPOY_TEST_COPY.txt","disposable_copy","UNCHANGED_CONTROL","406","406","280066169F9D9D7020FEF4342264D18C5B1613CA40B74D519ADD4E7F3492838A","280066169F9D9D7020FEF4342264D18C5B1613CA40B74D519ADD4E7F3492838A","true","true","0","disposable-copy marker","false","Unchanged byte-for-byte."
"1776_Age_of_Revolutions_sepoy_test.mod","launcher_descriptor","EXPECTED_DESCRIPTOR_DIFFERENCE","206","206","FBFDFB891E3E355C05ED996B4A6866475E259081E8196187A2424C9DECCC3733","FBFDFB891E3E355C05ED996B4A6866475E259081E8196187A2424C9DECCC3733","false","true","0","launcher descriptor for disposable copy","true","Expected external descriptor; unchanged during C1I1."
"docs/reports/hotfix/HOTFIX_5C2E4C1I1_A3_TOOLTIP_CLEANUP.md","fork","CREATED_REPORT","0","12907","NOT_PRESENT","8BBACCA5B9A163D4FD29057AA17848C067DD2B13F5255AAFA45B922F402CF693","false","true","0","C1I1 audit and runtime report","true","Created deliverable; no gameplay content."
"docs/reports/hotfix/HOTFIX_5C2E4C1I1_A3_TOOLTIP_MANIFEST.csv","fork","CREATED_REPORT","0","SELF_REFERENTIAL","NOT_PRESENT","SELF_REFERENTIAL_NOT_RECORDED","true","true","0","C1I1 file integrity manifest","true","Self row deliberately omits self-referential size and hash."
