"SOURCE_FILE","LINE","OWNER_ID","MODIFIER","VALUE"
"common/character_traits/personality_traits.txt","711","innovative","country_tech_spread_mult","0.1"
"common/company_types/00_companies_asia.txt","200","company_ottoman_tobacco_regie","country_production_tech_spread_mult","0.1"
"common/company_types/00_companies_asia.txt","609","company_sunhwaguk","country_tech_spread_mult","0.1"
"common/company_types/00_companies_asia.txt","692","company_nam_dinh","country_tech_spread_mult","0.1"
"common/company_types/00_companies_asia.txt","757","company_imperial_tobacco","country_tech_spread_mult","0.2"
"common/company_types/00_companies_austria_hungary.txt","235","company_manfred_weiss","country_military_tech_spread_mult","0.05"
"common/company_types/00_companies_china.txt","52","company_kaiping_mining","country_tech_spread_mult","0.1"
"common/company_types/00_companies_ep2.txt","512","company_broken_hill_proprietary_company","country_production_tech_research_speed_mult","0.05"
"common/company_types/00_companies_ep2.txt","604","company_ramirez","country_production_tech_spread_mult","0.1"
"common/company_types/00_companies_ep2.txt","837","company_ferranti_ltd","country_weekly_innovation_mult","0.1"
"common/company_types/00_companies_ep2.txt","994","company_maschinenfabrik_oerlikon","country_weekly_innovation_mult","0.05"
"common/company_types/00_companies_europe.txt","360","company_philips","country_weekly_innovation_mult","0.05"
"common/company_types/00_companies_europe.txt","361","company_philips","country_weekly_innovation_max_add","15"
"common/company_types/00_companies_europe.txt","606","company_ericsson","country_weekly_innovation_mult","0.1"
"common/company_types/00_companies_europe.txt","1427","company_espana_industrial","country_weekly_innovation_mult","0.15"
"common/company_types/00_companies_germany.txt","475","company_basf","country_weekly_innovation_mult","0.1"
"common/company_types/00_companies_ip4.txt","128","company_secn","country_military_tech_spread_mult","0.1"
"common/company_types/00_companies_ip4.txt","129","company_secn","country_weekly_innovation_mult","0.05"
"common/company_types/00_companies_ip4.txt","311","company_rodriguez_arguelles_y_cia","country_society_tech_spread_mult","0.1"
"common/company_types/00_companies_ip4.txt","600","company_uniao_fabril","country_production_tech_research_speed_mult","0.1"
"common/company_types/00_companies_japan.txt","53","company_mitsui","country_production_tech_research_speed_mult","0.05"
"common/company_types/00_companies_mp1.txt","1207","company_norsk_hydro","country_production_tech_spread_mult","0.05"
"common/company_types/00_companies_totally_normal.txt","55","company_ingolstadt_electrical_company","country_tech_research_speed_mult","0.10"
"common/company_types/00_companies_usa.txt","302","company_general_electric","country_weekly_innovation_mult","0.05"
"common/country_ranks/00_country_ranks.txt","174","unrecognized_major_power","country_tech_spread_mult","-0.15"
"common/country_ranks/00_country_ranks.txt","209","unrecognized_regional_power","country_tech_spread_mult","-0.20"
"common/country_ranks/00_country_ranks.txt","241","unrecognized_power","country_tech_spread_mult","-0.25"
"common/diplomatic_actions/40_subjects_knowledge_sharing.txt","49","da_knowledge_sharing","country_tech_spread_mult","-0.10"
"common/diplomatic_actions/40_subjects_knowledge_sharing.txt","53","da_knowledge_sharing","country_tech_spread_mult","0.25"
"common/interest_group_traits/00_armed_forces_traits.txt","16","ig_trait_veteran_consultation","country_military_tech_research_speed_mult","0.1"
"common/interest_group_traits/00_armed_forces_traits.txt","52","ig_trait_self_strengthening","country_military_tech_research_speed_mult","0.1"
"common/interest_group_traits/00_devout_traits.txt","96","ig_trait_traditsye","country_tech_spread_mult","-0.1"
"common/interest_group_traits/00_industrialists_traits.txt","15","ig_trait_engines_of_progress","country_production_tech_research_speed_mult","0.1"
"common/interest_group_traits/00_intelligentsia_traits.txt","15","ig_trait_avant_garde","country_society_tech_research_speed_mult","0.1"
"common/interest_group_traits/00_rural_folk_traits.txt","27","ig_trait_old_ways","country_tech_spread_mult","-0.1"
"common/laws/00_economic_system.txt","320","law_industry_banned","country_production_tech_research_speed_mult","-0.25"
"common/laws/00_economic_system.txt","321","law_industry_banned","country_production_tech_spread_mult","-0.25"
"common/laws/00_education_system.txt","285","law_terakoya","country_tech_research_speed_mult","-0.10"
"common/laws/00_free_speech.txt","15","law_outlawed_dissent","country_tech_spread_mult","-0.15"
"common/laws/00_free_speech.txt","44","law_censorship","country_tech_spread_mult","-0.10"
"common/laws/00_free_speech.txt","97","law_protected_speech","country_tech_spread_mult","0.25"
"common/laws/00_trade_policy.txt","198","law_isolationism","country_tech_spread_mult","-0.15"
"common/laws/00_trade_policy.txt","254","law_canton_system","country_tech_spread_mult","-0.10"
"common/laws/00_trade_policy.txt","313","law_sakoku","country_tech_spread_mult","-0.20"
"common/power_bloc_principles/00_power_bloc_principles.txt","314","principle_advanced_research_1","country_tech_spread_mult","0.05"
"common/power_bloc_principles/00_power_bloc_principles.txt","351","principle_advanced_research_2","country_tech_spread_mult","0.05"
"common/power_bloc_principles/00_power_bloc_principles.txt","354","principle_advanced_research_2","country_ahead_of_time_research_penalty_mult","-0.05"
"common/power_bloc_principles/00_power_bloc_principles.txt","379","principle_advanced_research_3","country_tech_spread_mult","0.05"
"common/power_bloc_principles/00_power_bloc_principles.txt","382","principle_advanced_research_3","country_ahead_of_time_research_penalty_mult","-0.05"
"common/power_bloc_principles/00_power_bloc_principles.txt","385","principle_advanced_research_3","country_weekly_innovation_max_add","5"
"common/power_bloc_principles/00_power_bloc_principles.txt","1741","principle_shared_canon_1","country_society_tech_spread_mult","0.1"
"common/power_bloc_principles/00_power_bloc_principles.txt","1762","principle_shared_canon_2","country_society_tech_spread_mult","0.1"
"common/power_bloc_principles/00_power_bloc_principles.txt","1779","principle_shared_canon_3","country_society_tech_spread_mult","0.1"
"common/production_methods/07_government.txt","180","pm_scholastic_education","country_weekly_innovation_add","1"
"common/production_methods/07_government.txt","211","pm_philosophy_department","country_weekly_innovation_add","1.5"
"common/production_methods/07_government.txt","242","pm_analytical_philosophy_department","country_weekly_innovation_add","2"
"common/static_modifiers/00_code_static_modifiers.txt","8","base_values","country_weekly_innovation_add","50"
"common/static_modifiers/00_code_static_modifiers.txt","9","base_values","country_weekly_innovation_max_add","50"
"common/static_modifiers/00_code_static_modifiers.txt","10","base_values","country_tech_spread_add","25"
"common/static_modifiers/00_code_static_modifiers.txt","827","country_literacy_rate","country_weekly_innovation_max_add","150"
"common/static_modifiers/00_code_static_modifiers.txt","828","country_literacy_rate","country_tech_spread_add","75"
"common/static_modifiers/00_code_static_modifiers.txt","834","excess_innovation","country_tech_spread_add","0.2"
"common/static_modifiers/00_ep2_02_modifiers.txt","64","modifier_inoue_tatsuke_primacy","country_military_tech_spread_mult","-0.1"
"common/static_modifiers/00_ep2_02_modifiers.txt","76","modifier_takashima_school","country_military_tech_spread_mult","0.15"
"common/static_modifiers/00_ep2_02_modifiers.txt","194","modifier_sapporo_expanded_agricultural_faculty","country_production_tech_spread_mult","0.1"
"common/static_modifiers/00_ep2_02_modifiers.txt","201","modifier_sapporo_expanded_engineering_faculty","country_production_tech_spread_mult","0.1"
"common/static_modifiers/00_ep2_02_modifiers.txt","207","modifier_sapporo_humanities_faculty","country_society_tech_spread_mult","0.05"
"common/static_modifiers/00_ep2_02_modifiers.txt","248","modifier_northern_learnings","country_production_tech_spread_mult","0.1"
"common/static_modifiers/00_ep2_02_modifiers.txt","264","modifier_domestic_applications","country_tech_spread_mult","0.1"
"common/static_modifiers/00_ep2_04_modifiers.txt","140","modifier_continuity_and_enlightenment","country_tech_spread_mult","0.25"
"common/static_modifiers/00_ep2_04_modifiers.txt","158","modifier_iwakura_mission_production_tech_bonus","country_production_tech_research_speed_mult","0.01"
"common/static_modifiers/00_ep2_04_modifiers.txt","163","modifier_iwakura_mission_society_tech_bonus","country_society_tech_research_speed_mult","0.01"
"common/static_modifiers/00_ep2_04_modifiers.txt","169","modifier_iwakura_mission_land_justice_bonus","country_society_tech_research_speed_mult","0.005"
"common/static_modifiers/00_ep2_04_modifiers.txt","176","modifier_iwakura_mission_tech_bonus","country_tech_research_speed_mult","0.005"
