object_type,object_id,vanilla_file,mod_same_path_file,old_technology,new_technology,frozen_source,vanilla_sha256,normalized_mod_matches_vanilla,status,notes
BUILDING,building_university,common/buildings/07_government.txt,common/buildings/07_government.txt,academia,institutionalized_scientific_exchange,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,3c83d9f86d2d986e02749fc438959227012dccda54411f211c1cd7c8b3118954,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
BUILDING,building_government_administration,common/buildings/07_government.txt,common/buildings/07_government.txt,tech_bureaucracy,systematic_administrative_statistics,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,3c83d9f86d2d986e02749fc438959227012dccda54411f211c1cd7c8b3118954,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
BUILDING,building_naval_administration,common/buildings/05_military.txt,common/buildings/05_military.txt,admiralty,state_dockyard_systems,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,087a66be18b234a8db58bbb3055a404296b47733fdb091f893c100961ecd1c3e,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
BUILDING,building_barrack,common/buildings/05_military.txt,common/buildings/05_military.txt,standing_army,corps_organization,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,087a66be18b234a8db58bbb3055a404296b47733fdb091f893c100961ecd1c3e,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
BUILDING,building_arms_industry,common/buildings/01_industry.txt,common/buildings/01_industry.txt,gunsmithing,regulated_small_arms,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,7e41e84ab11ab85715badbea648f1ce938f989b00761f47882c65de986fcf25c,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
BUILDING,building_artillery_foundry,common/buildings/01_industry.txt,common/buildings/01_industry.txt,gunsmithing,regulated_small_arms,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,7e41e84ab11ab85715badbea648f1ce938f989b00761f47882c65de986fcf25c,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
BUILDING,building_chemical_plant,common/buildings/01_industry.txt,common/buildings/01_industry.txt,intensive_agriculture,industrial_acids,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,7e41e84ab11ab85715badbea648f1ce938f989b00761f47882c65de986fcf25c,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
BUILDING,building_explosives_factory,common/buildings/01_industry.txt,common/buildings/01_industry.txt,intensive_agriculture,industrial_acids,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,7e41e84ab11ab85715badbea648f1ce938f989b00761f47882c65de986fcf25c,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
BUILDING,building_food_industry,common/buildings/01_industry.txt,common/buildings/01_industry.txt,manufacturies,interchangeable_manufacture,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,7e41e84ab11ab85715badbea648f1ce938f989b00761f47882c65de986fcf25c,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
BUILDING,building_furniture_manufactory,common/buildings/01_industry.txt,common/buildings/01_industry.txt,manufacturies,interchangeable_manufacture,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,7e41e84ab11ab85715badbea648f1ce938f989b00761f47882c65de986fcf25c,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
BUILDING,building_glassworks,common/buildings/01_industry.txt,common/buildings/01_industry.txt,manufacturies,pressed_glass,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,7e41e84ab11ab85715badbea648f1ce938f989b00761f47882c65de986fcf25c,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
BUILDING,building_paper_mill,common/buildings/01_industry.txt,common/buildings/01_industry.txt,manufacturies,continuous_papermaking,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,7e41e84ab11ab85715badbea648f1ce938f989b00761f47882c65de986fcf25c,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
BUILDING,building_textile_mill,common/buildings/01_industry.txt,common/buildings/01_industry.txt,manufacturies,mechanized_weaving,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,7e41e84ab11ab85715badbea648f1ce938f989b00761f47882c65de986fcf25c,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
BUILDING,building_tooling_workshop,common/buildings/01_industry.txt,common/buildings/01_industry.txt,manufacturies,mechanical_tools,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,7e41e84ab11ab85715badbea648f1ce938f989b00761f47882c65de986fcf25c,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
BUILDING,building_shipyard,common/buildings/01_industry.txt,common/buildings/01_industry.txt,navigation,marine_chronometry,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,7e41e84ab11ab85715badbea648f1ce938f989b00761f47882c65de986fcf25c,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
BUILDING,building_port,common/buildings/11_private_infrastructure.txt,common/buildings/11_private_infrastructure.txt,navigation,marine_chronometry,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,6e3a9f21fec99e13158a4ee10d6a92ce9cdc78e35e1ee0bc9bce6c6632165ae0,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
BUILDING,building_whaling_station,common/buildings/09_misc_resource.txt,common/buildings/09_misc_resource.txt,navigation,marine_chronometry,docs/reports/technology/TECH2H_VANILLA_SPLIT_UNLOCK_MATRIX.csv,35cd32a26048973da45b79c00c30fb473dcbf4e57591a436dc769ec6d8f2f6b7,YES,IMPLEMENTED_SAME_PATH_FROZEN_TRANSFER,Complete Vanilla 1.13.9 same-path file; only the frozen object gate changed.
